,test_loss
0,7.870573039038054
1,6.270708952495106
2,5.114777368823189
3,5.833935390511969
4,19.101452707051173
5,18.560989311467367
6,9.302183691235166
7,5.6157044973528425
8,8.40048768175479
9,12.127173824841348
10,7.175831987503881
11,6.370366270596056
12,5.638278307775382
13,6.19930631196623
14,15.728639948747144
15,15.244856143029224
16,10.333117437146187
17,6.3147659805551575
18,8.3309520635437
19,10.738248215316132
20,3.684741910355468
21,4.369818727008725
22,4.184048191756842
23,4.523386870177668
24,13.37384640144569
25,12.750148917829149
26,8.958641348445225
27,4.962107159327395
28,6.726428121561016
29,8.735553199654216
30,4.252643163425919
31,4.793018731780196
32,4.388704082107057
33,4.610694826846713
34,13.564014691868868
35,12.743991707848895
36,8.518111059096952
37,4.74291184440326
38,6.441350086492438
39,8.53004731188091
40,16.953952549834955
41,16.11039840087243
42,15.051285856544384
43,14.126580921171
44,28.827300870963338
45,27.84566681832687
46,14.831640717141129
47,14.148369027632755
48,18.770666231128477
49,24.022989276197485
50,15.487587655167891
51,15.074605770269553
52,13.805345225499329
53,12.762217082253438
54,27.575430100260757
55,26.518637317434088
56,13.439965472152188
57,12.880251142742708
58,17.74331718564353
59,22.902098329681216
60,4.674376563281137
61,7.506294280215209
62,7.041304143795749
63,6.6144458551857745
64,13.02000256062862
65,11.786513813691625
66,9.28475773015895
67,7.3621411845541695
68,8.072447795981939
69,8.731640778041518
70,4.232295007238936
71,7.069188167156885
72,6.6298179415566025
73,6.134511726825718
74,13.82945926144693
75,12.49448488703232
76,8.636958816380279
77,6.688689112297138
78,7.778636080542992
79,9.122635816707062
80,5.163503927942809
81,6.714037108213098
82,6.164047861565346
83,5.356390699892342
84,19.119381961069966
85,17.82033950893194
86,7.072994811142991
87,5.5565679726435055
88,8.300570289231116
89,11.454516382948164
90,9.100776116850536
91,9.74124727917587
92,9.249746564840356
93,8.41411976193758
94,24.308516932666215
95,23.063581430098683
96,8.718699846405983
97,8.486196822510397
98,11.472164550053359
99,14.735268874678717
100,21.33388962639937
101,16.797468447875122
102,14.473096465289677
103,4.468512941142379
104,4.551791779220136
105,4.915340537881879
106,4.885905408143898
107,16.25266067304827
108,17.1408602631073
109,24.416707957429445
110,18.857869583600447
111,15.358271354580786
112,13.64395676229891
113,9.932251250551198
114,9.922507278879007
115,10.023886245381247
116,10.038366750995351
117,15.255257847869911
118,16.008642405532395
119,22.802462452363773
120,15.077807212634534
121,11.870406879073954
122,10.258583565913836
123,5.265561828248495
124,5.239485282972748
125,5.338811936553987
126,6.0959041749310545
127,11.394085663363395
128,12.033356381855015
129,19.08967850701222
130,1.491391155442295
131,5.314609373179766
132,5.371795944089291
133,16.26280399756472
134,16.062641469841758
135,16.2703774223005
136,17.658227244367943
137,5.308151557925095
138,4.9777998355439985
139,7.333639664555505
140,0.31050993741683647
141,4.461405307839282
142,4.245954749912567
143,15.015243573187082
144,14.782325177274213
145,15.123360342146594
146,16.35048410996485
147,4.374478329908873
148,3.894920520975438
149,6.72902919099366
150,2.4341072900010587
151,6.317529810788702
152,5.838779770049522
153,17.253336516377377
154,17.18985502798068
155,17.473204531106223
156,18.396095891427418
157,5.794058503678889
158,5.562021857778105
159,7.592003955426146
160,3.6473341714260705
161,7.633061244126821
162,7.125052285891392
163,18.38536646586653
164,18.570040808055502
165,18.819326090665356
166,19.71025527275426
167,7.243508180701499
168,7.20401089551623
169,8.821923696045385
170,14.38029600592522
171,12.824657905146116
172,11.454797800183732
173,5.356409222977663
174,6.104296549467929
175,6.273669422952896
176,7.1089191733415396
177,12.530640223405058
178,13.321508111321004
179,19.708300264027
180,17.271052026438348
181,16.083178210828095
182,14.70668303747439
183,5.46240256505495
184,6.496341675358679
185,6.41959746811646
186,7.253139046744157
187,15.92145365860851
188,16.951369580565164
189,23.15023029966716
190,22.818454750742163
191,21.42971320938226
192,20.15551603185958
193,6.633514459542919
194,7.506451675199538
195,7.197202641588089
196,7.84529800285492
197,21.418478459376086
198,22.615371890234325
199,28.479101225960154
200,15.81526080692359
201,17.691169570203854
202,3.142318347515304
203,13.955940257857833
204,13.960962045351256
205,12.110796060280359
206,13.313855738092576
207,4.242027907702158
208,17.394505953759655
209,15.647338332017453
210,17.487787493755885
211,18.029102179028033
212,4.396823390394813
213,13.351086220887423
214,13.279888096291995
215,11.57682598538591
216,12.215123999094741
217,5.963404010484666
218,17.00727245680736
219,15.66314365624394
220,5.4192600300642395
221,4.783584269567649
222,11.24469517898626
223,4.285282819925132
224,3.7476879800833385
225,3.905460384670516
226,2.3960385984448616
227,11.652110858678178
228,3.5766081030901837
229,7.151595427045809
230,14.850267816166426
231,13.952530264594339
232,4.309502797102516
233,9.364393086281325
234,9.26438588755213
235,7.633044717627785
236,7.975680184767907
237,4.363437033376414
238,13.465952821743965
239,11.698853924242096
240,14.178732214326525
241,13.363405727335278
242,0.8267438365134386
243,8.152538098009655
244,8.363994773741624
245,6.6001040139816425
246,7.1276998507667635
247,3.9533370586858703
248,12.53727081190135
249,10.947126150476299
250,13.787271266580673
251,12.914130847055416
252,1.9310726375986
253,7.588884668031872
254,7.929741158327356
255,6.132296337590081
256,6.568199058207397
257,4.747492109345382
258,11.896874533659012
259,10.375370120288968
260,14.935892628134328
261,14.937412042862608
262,3.142142375278687
263,10.12176905108712
264,10.620366132953517
265,8.56979423579866
266,9.037525432895157
267,5.930817036608566
268,14.215316949606466
269,12.842009700853653
270,3.900157627453952
271,5.253828959977825
272,10.052757008202635
273,3.681299615745829
274,3.533427293033488
275,2.9495258929250503
276,3.173890333299601
277,12.537996233706806
278,4.093995867691344
279,8.603969756837389
280,16.95482184283748
281,16.710656007769593
282,4.071673286591422
283,12.812097591965903
284,13.158857773504085
285,11.15488529473465
286,11.004607156971826
287,7.228647359180012
288,16.225493624089097
289,15.317425712158132
290,15.20657484948277
291,14.480432525766453
292,5.3255861629654335
293,10.620251038157269
294,10.976925797745931
295,9.122793477091205
296,8.738813432663243
297,8.536661831468864
298,13.96427888648161
299,13.108268227875795
300,8.416709241106785
301,9.405424894981527
302,2.9881307981676595
303,8.050779556487552
304,6.9111805039345455
305,6.679414257517536
306,8.639881943877757
307,5.7260711610060016
308,6.366953230055597
309,6.011766048171593
310,8.665398772054255
311,8.070327597675067
312,3.6986983234280224
313,7.156596168116384
314,5.692313275818072
315,6.85784285102537
316,8.56689700900912
317,5.862554742785266
318,6.587339571025372
319,6.075906780251392
320,12.1647237288368
321,5.876179716501479
322,10.572972247098209
323,0.9991218540791666
324,3.8956676803226435
325,3.6681366273692797
326,0.8079288531684893
327,13.463098469885098
328,5.897293394172067
329,4.866284704596613
330,8.671761958839625
331,9.454536558013992
332,2.6006827083951554
333,8.375904871502714
334,6.642676542563056
335,8.234071274463556
336,10.203695874943918
337,3.512401122011507
338,7.0568763995488055
339,7.21075148771333
340,10.42814193017744
341,9.62927929792022
342,6.043667775653002
343,8.811647959872188
344,7.351004861119959
345,9.220073653416192
346,11.153176312343254
347,5.015485939878939
348,8.601065532107139
349,8.581425398432264
350,8.249486848613621
351,9.85661040723135
352,4.544384602067121
353,9.691832041429656
354,8.300344244729414
355,9.833825667918008
356,11.85245607926467
357,5.546137204599814
358,9.912552571277546
359,10.381512556941429
360,7.11733126285755
361,9.351377166060397
362,4.322794025665431
363,8.54571184354134
364,7.499667050004601
365,8.605655150401216
366,11.036819330662956
367,4.048057282193419
368,8.47304067007809
369,8.901376712729107
370,11.367446906941282
371,6.180538219304512
372,13.483225691141797
373,3.3538171436016557
374,5.254922993918764
375,4.313346012723044
376,3.49559806208033
377,13.77984736780545
378,6.8640624868009565
379,5.457521458905574
380,6.681181391757613
381,9.208265653943357
382,5.740598853274436
383,8.724982915276794
384,8.324189564203074
385,9.80635290097963
386,11.914228204294005
387,6.687840283729498
388,9.943561571381121
389,10.218346801438589
390,7.48316038830348
391,10.619844402624597
392,5.372840439197905
393,10.044007842926783
394,9.824938598712734
395,11.376607926006498
396,12.97681770154145
397,6.111123150770894
398,10.230662021071266
399,10.432195366224354
400,9.59513497805881
401,9.17237380059913
402,6.739807144382676
403,4.853173802368223
404,6.742806435575466
405,3.1710552186215635
406,6.302250569079601
407,3.8107130912845797
408,6.5290370140461285
409,3.029598942274407
410,6.000786030090399
411,8.698451132281438
412,1.8409726876655137
413,4.16470470092592
414,4.2360034570234095
415,2.8297289842917057
416,5.814367820977654
417,2.296431028184782
418,4.693643391096286
419,2.953752941021361
420,10.666770116234844
421,8.926900772779504
422,7.426392520546008
423,5.917515129858497
424,8.244901219401433
425,4.529959646196815
426,7.97013488123667
427,6.1480942900572115
428,8.244014049462994
429,5.612685893374406
430,6.294415627938408
431,8.159968385638456
432,1.0003696592875473
433,4.436672905955285
434,6.070129126647463
435,2.564239539543953
436,5.1124548714191915
437,0.6027790006087049
438,4.413472505822419
439,3.2588992147373856
440,7.115428194230311
441,8.107143882556494
442,1.4995041713195485
443,3.5675104777844546
444,6.529130057743693
445,2.3830646068845116
446,5.0014838758615054
447,1.4500428193445665
448,5.6735423346026135
