,test_loss
532,848.1289458838396
533,752.5713505089298
534,864.2489482134481
535,1176.553322803008
536,1022.019574638942
537,654.7992088987385
538,627.7810963616826
539,155.987756564825
540,151.48642277548052
541,737.2100866020561
542,907.3448170111175
543,1201.3398766055798
544,1183.4017484899714
545,1275.6884071726022
546,1176.5533228030085
547,952.1449697571508
548,629.58086425316
549,151.4864227754802
550,151.92872507221122
551,636.5826692814901
552,1015.5912747385079
553,905.7806444679542
554,1387.6510936476038
555,1183.4017484899712
556,864.2489482134487
557,1073.3494253053361
558,564.4844458342408
559,120.91134561279482
560,169.59200457714562
561,710.1475202767263
562,856.8729660604195
563,870.859266947044
564,905.7806444679541
565,1201.3398766055805
566,752.5713505089303
567,723.9707720567238
568,617.8824729527369
569,169.59200457714516
570,50.71493009521438
571,652.0294911250978
572,869.0862103610449
573,856.8729660604193
574,1015.591274738508
575,907.3448170111175
576,848.1289458838393
577,879.1878338081821
578,609.2734542974704
579,120.61407213726571
580,223.54454931485685
581,626.5576834975687
582,652.0294911250976
583,710.1475202767259
584,636.5826692814901
585,737.2100866020564
586,642.4513779136053
587,678.583856807166
588,571.8256847007775
589,39.978212356522455
590,74.6038340047707
591,223.54454931485628
592,50.71493009521417
593,169.59200457714542
594,151.92872507221077
595,151.48642277548086
596,61.487101379575115
597,245.25837115133479
598,32.92857970962747
599,75.04528850498579
600,72.58155771228002
601,76.77839627501663
602,54.445897334931104
603,65.89033540569653
604,69.30304600628038
605,68.86573643295317
606,60.389216422700436
607,73.55315781167066
608,83.4786261038652
609,144.11292755774178
610,150.02644851219796
611,394.51653039726625
612,457.9826652387348
613,541.1636186485879
614,573.147850535753
615,549.7368766228118
616,498.70556087040103
617,416.395905198542
618,411.8271780586975
619,83.47862610386547
620,147.8344404864728
621,550.4563527160866
622,659.5193647451883
623,658.5657975676125
624,892.173714677082
625,899.4883705221172
626,820.4249411310495
627,774.746294373377
628,416.39590519854215
629,73.55315781167046
630,135.13254968800533
631,678.6182748731287
632,672.4854007675574
633,845.4739706690586
634,773.3135820987056
635,864.5410031027433
636,847.7473455142774
637,820.4249411310495
638,498.70556087040126
639,60.389216422701146
640,144.75138946694747
641,605.6854028048446
642,725.9200427675441
643,1146.07634535839
644,1001.7137772398875
645,926.0343952132489
646,864.5410031027432
647,899.4883705221167
648,549.7368766228122
649,68.8657364329531
650,143.6787905940169
651,573.1368165630246
652,848.8910365740136
653,722.5812975209265
654,1017.0349625749632
655,1001.7137772398875
656,773.313582098706
657,892.1737146770819
658,573.1478505357537
659,69.30304600628013
660,142.41116691960988
661,574.8824067706307
662,679.5032376358253
663,832.2230713021805
664,722.5812975209265
665,1146.0763453583902
666,845.4739706690585
667,658.5657975676124
668,541.1636186485879
669,65.89033540569775
670,74.0083138004823
671,623.4698068402372
672,852.2351833333818
673,679.5032376358256
674,848.8910365740136
675,725.9200427675444
676,672.4854007675574
677,659.5193647451883
678,457.9826652387348
679,54.445897334931914
680,144.65588494467883
681,465.0381338982447
682,623.469806840237
683,574.8824067706303
684,573.1368165630246
685,605.685402804844
686,678.6182748731273
687,550.4563527160868
688,394.51653039726654
689,76.77839627501619
690,61.80019736159046
691,144.65588494467863
692,74.00831380048197
693,142.41116691960954
694,143.67879059401682
695,144.7513894669485
696,135.13254968800481
697,147.8344404864736
698,150.02644851219796
699,72.58155771228033
700,437.83582458560414
701,110.78791473453424
702,89.68829473186229
703,118.652439658668
704,104.92244177160173
705,113.48264800986806
706,83.44950877797432
707,99.96016289202294
708,116.50171681347763
709,479.7207587780482
710,90.13650659521971
711,528.8520003895173
712,558.6032199336922
713,446.53178319741403
714,525.8710393093115
715,467.5662207004365
716,577.6463513522064
717,637.2438289936698
718,547.7238710399224
719,116.50171681347737
720,103.31918936224248
721,609.8414791081312
722,718.2987199330099
723,804.3296343386678
724,960.8298244572019
725,675.4722846837815
726,727.1037115978446
727,795.8833026752518
728,637.2438289936695
729,99.96016289202338
730,85.54498769632764
731,560.1581099057951
732,727.103711597844
733,670.0628957284702
734,825.6602625093383
735,475.3429305833404
736,694.0570218947332
737,727.103711597845
738,577.6463513522067
739,83.44950877797474
740,82.47803257313585
741,508.4826024749555
742,675.4722846837811
743,555.6985713032033
744,711.178161827751
745,624.9659903757865
746,475.3429305833398
747,675.4722846837807
748,467.56622070043585
749,113.48264800986813
750,79.74721541875029
751,551.7288537347606
752,960.8298244572014
753,752.4701380139251
754,791.7321643624102
755,711.178161827751
756,825.6602625093383
757,960.8298244572022
758,525.8710393093113
759,104.92244177160194
760,82.3500841485343
761,511.75539876646496
762,804.3296343386678
763,697.7421461583104
764,752.4701380139248
765,555.6985713032033
766,670.0628957284697
767,804.3296343386683
768,446.5317831974131
769,118.65243965866843
770,91.49682566348943
771,532.6284773603305
772,718.2987199330095
773,804.3296343386683
774,960.8298244572019
775,675.472284683781
776,727.1037115978451
777,718.2987199330094
778,558.6032199336919
779,89.68829473186288
780,116.41937102009855
781,504.9120156381157
782,532.6284773603311
783,511.7553987664645
784,551.7288537347604
785,508.48260247495585
786,560.1581099057953
787,609.8414791081325
788,528.8520003895171
789,110.78791473453475
790,223.975014404215
791,116.4193710200992
792,91.49682566348972
793,82.35008414853382
794,79.74721541874979
795,82.47803257313626
796,85.54498769632755
797,103.31918936224241
798,90.13650659522129
799,437.83582458560466
800,775.2984059171328
801,226.90496727477398
802,231.61075793501092
803,319.19828414138004
804,249.0116798124878
805,253.03744823028495
806,320.6426292887702
807,219.72149135023648
808,508.1751472263906
809,1040.9331216891078
810,305.79849965344346
811,627.68347341803
812,598.2720740509354
813,532.2977388285437
814,477.3531643154017
815,444.5744919062495
816,542.1727573838073
817,661.246863757801
818,605.6162920305037
819,508.17514722639083
820,187.22485384605747
821,1006.0417508740005
822,1222.2999597101748
823,1028.523885632597
824,847.7041599225521
825,1020.4592695056897
826,1203.860447022181
827,1141.8249372486832
828,661.2468637578006
829,219.7214913502368
830,211.00941631256669
831,586.2992088948699
832,946.2673253042234
833,801.2732002446037
834,879.5356644887308
835,620.2939867371176
836,904.2623053011665
837,1203.8604470221808
838,542.1727573838074
839,320.64262928876985
840,228.6021142573137
841,446.3353907643944
842,982.5732443268191
843,569.8772007360827
844,659.7875465297759
845,557.8749524581239
846,620.2939867371166
847,1020.4592695056896
848,444.57449190625044
849,253.03744823028342
850,224.1823057351789
851,726.2096527554173
852,990.9348939731344
853,727.784373830086
854,366.5093592584885
855,659.7875465297759
856,879.5356644887308
857,847.7041599225518
858,477.35316431540184
859,249.0116798124881
860,199.86805369178575
861,433.0015685071353
862,858.1020936602027
863,682.9237980778403
864,727.7843738300858
865,569.8772007360834
866,801.2732002446058
867,1028.5238856325968
868,532.2977388285442
869,319.19828414138004
870,198.29231698084013
871,616.3099043552062
872,1189.1212926583967
873,858.1020936602023
874,990.9348939731342
875,982.5732443268182
876,946.2673253042226
877,1222.2999597101743
878,598.2720740509344
879,231.61075793501075
880,191.77065229520284
881,636.8102005646122
882,616.3099043552058
883,433.00156850713563
884,726.2096527554178
885,446.3353907643941
886,586.2992088948712
887,1006.0417508740003
888,627.6834734180297
889,226.9049672747738
890,625.0905440322914
891,191.77065229520335
892,198.29231698084152
893,199.86805369178555
894,224.18230573517826
895,228.60211425731404
896,211.00941631256657
897,187.2248538460577
898,305.7984996534428
899,775.2984059171329
