25,0.037109,-17.516,-12.506,-12.506,-17.516,-12.506,-17.516,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-19.445,-13.879,-13.879,-19.445,-13.879,-19.445,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-21.857,-15.623,-15.623,-21.857,-15.623,-21.857,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-25.012,-17.85,-17.85,-25.012,-17.85,-25.012,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-29.168,-20.818,-20.818,-29.168,-20.818,-29.168,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-34.994,-25.012,-25.012,-34.994,-25.012,-34.994,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-43.752,-31.246,-31.246,-43.752,-31.246,-43.752,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-58.336,-41.674,-41.674,-58.336,-41.674,-58.336,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-87.504,-62.492,-62.492,-87.504,-62.492,-87.504,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-175.01,-124.98,-124.98,-175.01,-124.98,-175.01,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-17.516,-12.506,-12.506,-14.51,-9.5,-14.51,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-19.445,-13.879,-13.879,-16.105,-10.539,-16.105,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-21.857,-15.623,-15.623,-18.109,-11.875,-18.109,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-25.012,-17.85,-17.85,-20.707,-13.582,-20.707,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-29.168,-20.818,-20.818,-24.158,-15.846,-24.158,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-34.994,-25.012,-25.012,-28.982,-19,-28.982,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-43.752,-31.246,-31.246,-36.256,-23.75,-36.256,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-58.336,-41.674,-41.674,-48.316,-31.654,-48.316,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-87.504,-62.492,-62.492,-72.512,-47.5,-72.512,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
25,0.037109,-175.01,-124.98,-124.98,-144.99,-95,-144.99,-25,-25,-25,3500,2500,2500,3500,2500,3500,5000,5000,5000,0,0,1,1,0,0
