,train_loss,validation_loss
0,10768183.0,10261811.0
1,4478821.5,3912044.75
2,3772908.0,3059074.75
3,3268812.75,2530663.5
4,2267880.25,1699482.625
5,1123642.125,811963.75
6,846994.0,610876.3125
7,738130.375,529116.75
8,649836.625,459080.75
9,538439.3125,379835.25
10,403139.6875,284470.90625
11,296135.90625,211767.484375
12,234582.1875,171797.796875
13,191594.578125,141392.296875
14,141951.0,102400.3359375
15,84777.3125,57946.01953125
16,44561.9453125,28591.703125
17,22763.470703125,14362.3798828125
18,16385.771484375,10647.1591796875
19,12054.232421875,7805.71337890625
20,9283.783203125,5923.8837890625
21,8090.2861328125,5384.59375
22,6070.49853515625,4031.860107421875
23,5020.16455078125,3382.241455078125
24,4240.26904296875,2987.55126953125
25,3595.152587890625,2571.495361328125
26,3046.60205078125,2203.7783203125
27,2619.91650390625,1924.4796142578125
28,2194.41552734375,1589.1746826171875
29,2222.63232421875,1548.2135009765625
30,1585.5511474609375,1164.0928955078125
31,1368.7119140625,1020.6346435546875
32,1197.966064453125,914.3435668945312
33,1059.79248046875,824.8078002929688
34,1247.83984375,910.6007080078125
35,846.2984619140625,686.2611694335938
36,775.1299438476562,642.5333862304688
37,693.0756225585938,583.4554443359375
38,633.73193359375,539.8920288085938
39,577.1812744140625,505.9939270019531
40,540.828125,469.46319580078125
41,488.193603515625,447.923828125
42,474.4030456542969,424.1032409667969
43,414.30804443359375,395.68365478515625
44,386.80780029296875,367.4383544921875
45,355.2077331542969,350.9722900390625
46,339.6607360839844,342.83514404296875
47,309.48931884765625,316.993408203125
48,288.9336242675781,299.77008056640625
49,271.75286865234375,289.6637268066406
50,254.329345703125,274.3807678222656
51,240.74246215820312,262.7180480957031
52,225.6300811767578,252.25291442871094
53,218.19081115722656,236.94993591308594
54,202.08290100097656,234.44261169433594
55,210.49034118652344,245.4827423095703
56,183.24795532226562,220.94175720214844
57,212.75970458984375,277.1485900878906
58,167.13796997070312,209.6245880126953
59,159.18199157714844,203.20053100585938
60,153.3407440185547,199.7679901123047
61,146.0959930419922,193.70777893066406
62,142.15049743652344,190.38133239746094
63,134.6652069091797,185.13999938964844
64,143.6420440673828,179.11306762695312
65,124.38157653808594,177.60240173339844
66,120.85905456542969,178.50347900390625
67,118.54022216796875,174.55325317382812
68,110.87350463867188,165.0482635498047
69,107.66622924804688,160.64356994628906
70,650.44873046875,699.3201904296875
71,100.29632568359375,156.4591522216797
72,96.69734191894531,152.6076202392578
73,94.44441223144531,151.5762176513672
74,90.96056365966797,148.34718322753906
75,93.74103546142578,150.99952697753906
76,86.23301696777344,146.12852478027344
77,624.805419921875,603.823974609375
78,97.96986389160156,186.76817321777344
79,78.48665618896484,139.50241088867188
80,77.47137451171875,137.90699768066406
81,74.20288848876953,136.0792694091797
82,77.029052734375,133.78271484375
83,343.0396423339844,282.4306945800781
84,74.78820037841797,154.66445922851562
85,73.69759368896484,126.69088745117188
86,77.83827209472656,124.19208526611328
87,64.04065704345703,128.09243774414062
88,63.40434646606445,129.64332580566406
89,80.31570434570312,138.7570037841797
90,60.82490921020508,127.47422790527344
91,60.50927734375,123.1556625366211
92,395.72235107421875,206.70529174804688
93,57.35938262939453,123.4879150390625
94,58.10449981689453,133.07205200195312
95,303.093505859375,308.14764404296875
96,289.75921630859375,201.3902130126953
97,872.7803955078125,848.716796875
98,53.59355163574219,117.97855377197266
99,195.45849609375,131.36184692382812
100,55.244285583496094,123.61966705322266
101,52.46350860595703,114.52263641357422
102,60.11018371582031,127.84528350830078
103,173.5851593017578,239.8661651611328
104,58.51563262939453,112.40874481201172
105,209.8009490966797,116.0422592163086
106,108.60508728027344,130.6746063232422
107,59.69580841064453,131.88389587402344
108,368.632568359375,383.876708984375
109,222.79330444335938,118.20665740966797
110,609.7777099609375,365.0143127441406
111,52.272621154785156,108.96722412109375
112,97.4478530883789,167.803466796875
113,77.61476135253906,131.6421661376953
114,316.8555908203125,199.6372528076172
115,526.11376953125,417.9492492675781
116,43.47459030151367,108.9571304321289
117,99.7347640991211,170.2056884765625
118,42.542137145996094,106.40882873535156
119,90.48709869384766,124.18579864501953
120,314.9504699707031,190.81085205078125
121,41.390445709228516,103.7739486694336
122,214.62503051757812,322.42999267578125
123,61.04362106323242,98.20849609375
124,459.22674560546875,189.28407287597656
